,X,Season_playerid,PA,X1B,X2B,HR,R,RBI,BB,IBB,SO,GDP,SB,CS,AVG,BB.,K.,BB.K,OBP,SLG,ISO,BABIP,wRC,WAR,Spd,wRC.,WPA,SAC 
7016,7016,2010 _ 8027,0.158127231,-1.450038277,0.65660858,0.544195982,-1.427154648,-0.060150754,-0.853519113,-0.471952982,-1.780908181,0.44682256,-0.880346877,1.174148794,-1.444057493,6.20%,23.50%,-1.056718049,-1.626933025,-0.159976806,0.448967444,-0.710154871,-0.689083928,-1.715641159,-1.45814685,-0.887387739,-0.378847929,-1.11931027
7017,7017,1986 _ 1013554,-0.883031165,-1.235785032,-0.304711117,0.303551185,-1.436428123,0.332768657,-0.288125426,0.703905469,0.094133411,-1.155056445,-0.179906241,0.120462043,-1.589080568,8.20%,13.40%,-0.336909699,-1.051612169,-0.550551883,0.047263269,-1.972781191,-0.988855295,-0.144248542,-0.541478077,-0.728403807,-0.813767738,-0.529473452
7018,7018,2018 _ 3516,1.058588547,-0.468529081,0.115238786,-0.093552592,-0.86613521,-0.487890447,-0.001783667,0.695483755,-1.31531218,-0.784073242,-0.392392202,0.335246049,-0.863965193,9.20%,21.00%,-0.686530898,-0.668064931,-0.523615671,-0.241963736,0.099220975,-0.218014635,-1.42993341,-0.480366825,-0.648911841,-0.246905965,-1.579185104
7019,7019,1968 _ 1010360,-0.840822041,0.290468753,0.766642459,-1.106412801,-0.683571766,-0.855728265,-0.938421874,0.694195278,0.551647275,1.295972509,0.599850897,-1.707451181,-0.211361356,5.90%,10.90%,-0.480871369,-0.969423475,-0.725637262,-0.772213246,-0.127404262,-1.074504258,-1.001371788,0.92519196,-0.489927909,NA,0.953541333
7020,7020,1951 _ 1012615,-1.037797954,-1.205984916,-1.831975204,-0.650211276,-0.639864671,-0.843220458,0.905657099,NA,-0.342871084,0.35910083,-0.522830302,0.636329515,-2.205428637,12.30%,15.70%,0.012711499,-0.777649856,-1.399042567,-0.691872411,-1.71378092,-1.288626663,-1.19184362,0.497413199,-1.523323469,NA,NA
7021,7021,2017 _ 14712,-1.023728246,0.110182613,-0.877981103,-0.210993874,-1.124793784,-1.264248481,-0.733420734,-1.050402363,-1.141910897,1.042350482,0.636226268,-0.704660332,-0.501407506,6.60%,20.00%,-0.912756379,-0.914631013,-0.375466504,-0.225895569,0.325846212,-0.946030814,-0.477574249,1.108525715,-0.847641756,-0.672052294,-0.505872033
7022,7022,1968 _ 1012415,0.552079057,0.599236047,-1.643381091,-0.643489214,0.432251712,-0.716877648,-0.751841239,-0.866008463,0.920486548,-1.710537121,-0.585855845,0.509635738,-0.646430581,6.60%,8.90%,-0.069552312,-0.969423475,-0.981531278,-0.884690415,-0.936780108,-0.603434965,0.141459206,0.314079445,-0.330943976,NA,0.741635668
7023,7023,1977 _ 1008318,0.228475772,-0.124685203,-0.471999192,-1.078199292,-0.847475508,-1.244708918,0.715646075,0.097136376,0.410111555,1.625731312,0.799633921,-2.27207183,-0.9727325,11.70%,11.70%,0.465162462,-0.174932769,-1.31823393,-1.141781087,-0.677779837,-0.689083928,-1.096607704,0.252968193,-0.807895773,0.256428195,-0.471290225
7024,7024,2014 _ 5343,-0.531288463,-0.81904453,-0.756863496,-0.610249295,-1.311336216,0.074361267,0.373259114,1.045280087,-1.666423889,1.551491064,-0.461976417,0.418913211,-1.117755575,10.50%,22.90%,-0.645398992,-0.613272469,-0.644828626,-0.27410007,0.261096144,-0.903206333,-0.096630584,0.436301948,-0.410435943,-0.041662909,1.085626917
7025,7025,1962 _ 1006711,-0.320242843,1.168998716,0.040497506,-1.241553581,0.034393681,-1.344435053,-0.897880364,-0.846263347,1.15975688,-1.11628542,-0.635827769,0.438478899,0.042429026,6.00%,7.60%,0.053843405,-0.558480007,-1.089276127,-1.302462756,-0.127404262,-0.817557371,-1.048989746,-0.419255574,-1.086117655,NA,-0.383274276
7026,7026,1969 _ 1008378,-0.362451967,0.049570735,0.206824451,-0.935626007,-1.978015562,-0.856257441,-0.189199832,0.796417796,1.730694978,0.529269882,-0.55262335,-1.044355733,-0.610174812,8.50%,4.50%,2.274966312,-0.6406687,-0.968063172,-0.884690415,-1.260530446,-0.903206333,-0.525192207,-0.908145586,-0.807895773,NA,0.558642128
7027,7027,1971 _ 1010638,-0.953379705,-0.536288945,-0.430553102,-0.333658511,-1.321370376,-0.406701239,-0.481736783,-0.607718879,-1.315107439,0.157702252,-0.438472459,0.908260611,-1.190267112,7.50%,21.00%,-0.85105852,-1.188593325,-0.792977793,-0.418713573,-0.289279431,-1.117328739,-0.525192207,0.13074569,-0.648911841,NA,-0.013701115
7028,7028,2006 _ 8585,-0.249894302,1.288911981,0.297182212,-0.845448573,-0.442762831,-1.078243337,-1.799964451,-1.050402363,0.854940375,0.349776499,0.008547073,-0.770841476,0.441242482,2.90%,9.20%,-0.953888285,-0.996819706,-0.45627514,-0.724008745,0.293471178,-0.817557371,-0.620428123,0.497413199,-1.006625689,-1.419723426,0.065709083
7029,7029,2017 _ 13185,-0.756403792,0.926671173,-1.13165759,-0.047796005,-1.040816727,-0.631202947,-0.746924601,0.89078087,-0.81075047,0.215016086,0.325292959,-0.63951914,0.006173257,6.60%,18.20%,-0.85105852,-0.613272469,-0.402402716,-0.482986241,0.584846482,-0.860381852,-0.715664039,-0.113699316,-1.006625689,-0.955483181,-0.549978262
7030,7030,2003 _ 971,1.227425044,-0.307974793,1.39584865,-0.967228884,-0.15193927,-0.816503157,-0.381910318,-0.364210838,-0.468864415,0.836265718,0.489527952,-1.298727079,-0.501407506,7.80%,16.40%,-0.604267086,-0.722857394,-0.671764838,-0.579395243,0.293471178,-0.303663598,-0.287102417,0.864080709,-1.046371672,-1.170499715,-0.410601769
7031,7031,2015 _ 11038,-0.939309997,-0.218702258,0.194495261,-0.554183889,-0.465869147,-1.23554837,-1.346605459,-1.050402363,-0.719863244,0.833665737,0.707427668,-0.152807184,-0.501407506,4.50%,17.80%,-1.077284002,-1.325574481,-0.227317337,-0.065213899,0.22872111,-0.946030814,0.665256745,1.841860733,-0.569419875,-0.124737479,-0.771708716
7032,7032,2017 _ 13152,-0.812682625,-0.762847628,0.90523679,-0.250522334,-0.700654286,0.451275305,-0.468459166,-0.833129403,-0.087240073,0.859598041,0.247407612,-0.130853869,-0.755197887,7.50%,14.30%,-0.501437322,-0.914631013,-0.361998398,-0.097350233,-0.677779837,-0.860381852,-0.620428123,0.375190696,-0.887387739,-0.114964,1.43831485
7033,7033,1988 _ 1003406,-0.70012496,0.052216035,-0.997683785,-0.904802817,-0.311519424,-0.650499834,0.751590997,-0.408030134,0.554616052,0.881939076,0.57303572,0.14527713,-1.045244037,11.80%,10.90%,0.629690084,-0.229725232,-1.399042567,-1.206053754,-0.936780108,-0.946030814,-0.001394668,0.375190696,-0.37068996,-0.041662909,-0.315054557
7034,7034,1983 _ 1009739,0.158127231,0.207878788,-0.582987871,-0.597763334,-1.016327001,-0.688988478,-0.33699844,1.649028081,-0.633817324,-0.921192263,-0.726375628,0.710904782,-0.465151737,8.00%,17.30%,-0.645398992,-0.668064931,-0.712169156,-0.64366791,0.22872111,-0.689083928,-0.858517914,-0.480366825,-0.927133723,-0.559657288,1.076283962
7035,7035,2014 _ 2090,-1.13628591,0.605322405,1.110783607,-1.196689213,-0.979660042,-0.440350146,-1.367155707,-0.36980837,-0.73712387,-1.967740482,0.65951338,-1.278554867,0.114940563,4.40%,17.90%,-1.077284002,-0.969423475,-0.523615671,-0.675804244,1.167597092,-1.074504258,-1.239461578,1.230748218,-0.728403807,-0.750240125,-0.486338574
7036,7036,2011 _ 843,-1.13628591,-0.134589884,-0.02359651,-0.412916432,-1.624157414,0.616621407,-0.262192619,-0.823537699,-0.133333901,-1.277918914,-0.427446801,0.356580907,-0.68268635,8.30%,14.60%,-0.419173511,-0.750253625,-0.739105368,-0.579395243,-0.580654736,-1.074504258,-1.239461578,-0.847034334,-0.728403807,-0.476582718,0.546981399
7037,7037,1970 _ 1000179,1.635446578,2.494262831,-1.281435825,-1.563312732,0.340415093,-1.491801303,-1.435177112,-0.556545162,2.10206416,0.899470521,0.368471465,-1.001097984,0.731288632,4.20%,2.50%,1.843081302,-0.476291313,-1.089276127,-1.623826096,0.131596009,-0.218014635,-1.763259117,0.92519196,-1.006625689,NA,-0.465830483
7038,7038,1989 _ 1001630,-1.009658537,-0.959027316,-0.246191854,0.116499899,-0.578369226,-0.22905555,-0.682704043,-1.050402363,-1.169828846,-2.34562387,-0.791305013,0.370464135,-1.516569031,6.80%,20.20%,-0.892190426,-1.435159406,-0.671764838,-0.129486567,-0.969155142,-1.074504258,-0.763281997,-0.847034334,-0.807895773,-1.209593631,-1.016158768
7039,7039,1998 _ 623,-1.234773866,-0.056725042,-0.301358846,-0.623127864,-0.757095288,-0.615758071,-0.34184025,-0.820448102,0.045909768,0.303481374,-0.145838116,-0.759489392,-0.827709425,8.00%,13.60%,-0.378041605,-0.6406687,-0.94112696,-0.756145079,-0.580654736,-1.16015322,-0.525192207,-0.297033071,-1.245101587,-1.571212348,-0.206899904
7040,7040,2001 _ 1108,-1.291052699,-0.42356454,0.884543091,0.071178521,-0.227430512,0.161087392,-1.057549383,-0.818644539,0.425258873,0.521929256,-0.695279473,0.895748226,-0.610174812,5.50%,11.60%,-0.624833039,-1.188593325,-0.294657867,-0.081282066,-1.001530176,-1.117328739,0.141459206,-0.969256838,-0.847641756,-0.803994259,0.597127809
7041,7041,1997 _ 1032,-0.55942788,-1.299993629,-0.595976921,0.120025151,-0.25144682,-0.2566026,0.332757257,-0.419460245,-2.768042278,1.974798445,0.295259226,-0.341697715,-1.734103643,10.30%,28.80%,-0.85105852,-0.996819706,-0.658296732,-0.017009399,0.099220975,-0.988855295,-1.001371788,0.741858206,-1.165609621,-0.510789894,-1.538504685
7042,7042,2010 _ 1738,0.186266648,-0.723566628,0.367705342,-0.221752339,-1.235101073,0.332270279,-0.157266043,-0.666023533,-0.533146235,0.258382887,-0.803611612,1.174148794,-1.008988268,8.60%,16.70%,-0.542569228,-0.969423475,-0.604424307,-0.27410007,-0.774904939,-0.689083928,-0.763281997,-1.091479341,-0.807895773,-1.033671012,0.410465549
7043,7043,1981 _ 1010020,-3.049766206,-0.845674421,0.415844248,-0.432401692,-0.860176925,-0.14741803,-0.544460462,-0.436394622,-0.942661541,-0.710533209,-0.880346877,1.174148794,-1.190267112,7.30%,19.00%,-0.809926615,-1.352970712,-0.712169156,-0.322304571,-0.483529634,-1.802520437,-1.239461578,-0.785923083,-0.76814979,-0.554770548,1.018685256
7044,7044,2010 _ 3708,-0.573497588,1.206868338,0.463144131,-1.124638799,-0.392030086,-0.741992116,-1.303832065,-1.050402363,-0.006839997,0.265674684,3.325730472,-1.609856886,0.259963638,4.60%,13.90%,-0.912756379,-0.722857394,-0.806445899,-1.077508419,0.746721652,-0.946030814,-0.858517914,1.597415727,-0.76814979,-1.400176468,-0.338524086
7045,7045,2013 _ 7462,-1.122216202,-0.21267885,-0.192480688,-0.080016773,-1.792072438,-0.55131191,-0.763024547,-0.823972305,-1.404327436,-0.12337081,-0.699533896,0.902148239,-0.827709425,6.50%,21.50%,-0.974454237,-1.024215937,-0.604424307,-0.354440905,0.066845941,-1.117328739,-1.001371788,-1.213701844,-0.76814979,-0.696485992,-0.488812999
7046,7046,2012 _ 934,-0.024778973,-2.347600275,-1.358653873,0.202718426,-0.293270341,-0.494872262,1.535858566,-0.656414063,-3.04703487,0.404479244,-0.723039584,0.464227346,-2.894288244,14.50%,30.30%,-0.604267086,-0.448895082,-1.116212339,-0.049145732,-1.131030311,-0.646259446,-1.144225662,-0.724811831,-0.529673892,-0.246905965,-1.105038908
7047,7047,1983 _ 1000305,0.158127231,-2.193242479,-0.582987871,1.781318574,-0.057729157,1.511943557,-1.276126937,-1.050402363,-1.388482362,-3.657221909,-0.880346877,0.942526788,-2.1329171,4.70%,21.40%,-1.13898186,-2.531008655,0.217130164,1.204171291,-2.749782003,-0.731908409,-1.477551369,-0.969256838,-1.086117655,-1.927944325,-0.021513154
7048,7048,1961 _ 1005075,0.650567014,1.016280984,-0.493503971,-1.104419666,-0.731135689,-0.95717335,-0.86105533,-1.050402363,1.309491731,-1.666120969,-0.880346877,0.297702561,-0.066338281,6.20%,6.80%,0.280068886,-0.722857394,-0.94112696,-1.093576586,-0.386404533,-0.517786003,-0.572810165,-0.480366825,-1.086117655,NA,0.506717002
7049,7049,1969 _ 1010360,-0.826752333,-0.172619864,-0.330097005,-0.570248353,-0.846725041,0.255343469,-0.782522383,-0.615056175,0.419044638,-0.246362536,-0.532706451,0.128224008,-0.791453656,6.40%,11.60%,-0.439739464,-1.188593325,-0.712169156,-0.499054408,-0.969155142,-1.074504258,-1.287079536,0.069634439,-0.807895773,NA,0.700647306
7050,7050,1960 _ 1008316,-0.151406346,0.670652301,-0.750784345,-0.558796307,-1.2108503,-0.312476261,-0.689688068,1.949508555,1.000447483,0.576779008,-0.560941206,1.174148794,-0.138849818,6.80%,8.50%,0.053843405,-0.722857394,-0.604424307,-0.659736077,-0.61302977,-0.817557371,-0.287102417,-0.113699316,-0.847641756,NA,0.954801845
7051,7051,1985 _ 1010177,-0.840822041,0.743078635,-1.10266289,-1.429300744,-0.683571766,-2.12575174,0.017513904,-1.050402363,1.336888778,0.411846957,1.8188373,0.650221526,-0.465151737,9.20%,6.60%,1.267234622,-0.311913926,-1.304765824,-1.350667257,-0.580654736,-0.988855295,-0.382338333,1.71963823,-0.927133723,-0.530336851,-0.78470495
7052,7052,2008 _ 1178,-0.7704735,0.682793694,-0.355111619,-0.578104375,-0.035447828,-0.525661469,-0.690845576,-0.834321028,0.400915359,-1.760079389,-0.362699478,0.395441538,-0.247617125,6.80%,11.70%,-0.398607558,-0.805046088,-0.739105368,-0.788281413,-0.289279431,-1.031679777,-0.858517914,-0.113699316,-1.086117655,-1.424610165,-0.055631163
7053,7053,1972 _ 1008766,-1.094076786,-0.902999835,-0.689441765,-0.642620832,-2.045878857,-0.666872866,0.548183936,-0.599270721,-0.117879914,0.572136895,-0.880346877,0.903186409,-1.589080568,11.10%,14.50%,-0.028420407,-0.668064931,-1.237425293,-0.772213246,-1.357655548,-1.202977701,-0.239484459,-1.580369353,-0.609165858,NA,1.817925526
7054,7054,2015 _ 9892,0.664636722,-2.288202077,0.802406005,0.692439545,-0.673548617,0.396839726,-0.065461518,0.406565158,-1.568299621,0.555227873,-0.225909757,0.080279074,-1.84287095,8.90%,22.30%,-0.768794709,-1.435159406,-0.038763852,0.78639895,-1.551905751,-0.432137041,-1.287079536,0.069634439,-0.728403807,-2.113640423,0.08843571
7055,7055,2009 _ 766,1.494749497,0.978698791,0.542220207,-0.903011639,-0.409466481,-0.29964454,-1.174255371,-0.883458168,0.710296535,-1.32143873,-0.013823653,0.371977666,0.259963638,5.10%,10.00%,-0.542569228,-0.832442319,-0.644828626,-0.884690415,0.099220975,-0.346488079,-1.048989746,0.252968193,-1.046371672,-1.023897533,1.263591719
7056,7056,1991 _ 1009700,0.214406064,-0.740190704,0.217515078,-0.037271687,-1.384429461,0.632895685,-0.585174941,0.290562679,0.736517394,-0.317162565,-0.880346877,0.94402839,-1.045244037,7.10%,9.90%,-0.110684218,-1.270782019,-0.469743246,-0.097350233,-1.649030853,-0.689083928,-1.42993341,-1.274813095,-0.887387739,-0.838201435,0.839643741
7057,7057,2015 _ 6867,-0.62977642,-0.818709863,1.251308254,-0.178327349,-0.431924058,-0.229335358,-0.829155726,-0.838200406,-1.786056704,1.325734366,-0.541444271,0.919239836,-0.9727325,6.30%,23.50%,-1.036152096,-1.133800862,-0.442807034,-0.1134184,0.358221246,-0.860381852,-0.239484459,-0.235921819,-0.529673892,-0.29088662,-1.53635492
7058,7058,1992 _ 1010978,1.593237454,-0.166481844,-0.326400074,-0.502333866,-1.044673151,-0.521507821,-0.06136751,1.263934507,1.271949377,0.222965589,-0.616334637,0.578410516,-0.936476731,9.00%,7.00%,1.041009141,-0.6406687,-0.954595066,-0.724008745,-1.519530717,-0.346488079,0.379548996,-1.030368089,-0.847641756,-1.033671012,-0.460324924
7059,7059,2005 _ 1112,0.186266648,-0.837533901,0.367705342,0.252516672,-0.620863639,0.332270279,-0.859321859,-0.858212948,-0.503057802,-1.494773391,-0.880346877,0.712411267,-0.9727325,6.20%,16.60%,-0.830492568,-1.407763175,-0.200381125,0.191876772,-0.969155142,-0.689083928,-0.477574249,-0.785923083,-1.086117655,-1.028784272,-0.246070678
7060,7060,2000 _ 1258,-0.897100873,0.92239195,0.17249522,-0.993982179,-0.25894307,-0.888777203,-0.818781832,0.267774107,0.502276183,0.174382008,-0.880346877,0.646326156,0.042429026,6.30%,11.20%,-0.419173511,-0.503687544,-0.860318323,-1.045372085,0.196346076,-1.074504258,-2.144202782,-0.908145586,-1.563069452,-1.537005172,-0.026818493
7061,7061,1991 _ 1130,0.17219694,0.597544233,-0.725655867,-0.029418489,-1.228431829,0.607239493,-1.55962444,-0.087890228,-0.869705458,-1.696230907,-0.26546495,-1.138298921,-0.356384431,3.70%,18.60%,-1.180113766,-1.380366943,-0.45627514,-0.386577239,0.131596009,-0.689083928,-0.144248542,-0.480366825,-0.76814979,-0.926162744,-0.243575698
7062,7062,1993 _ 1009608,-0.981519121,1.26229169,-1.8464028,-1.534906951,0.745006444,-2.052033084,0.662590867,-0.606054656,0.374653481,0.149268315,3.288887765,-2.29539212,-0.283872893,11.50%,11.80%,0.403464603,0.126425774,-1.641468476,-1.832712266,0.22872111,-1.074504258,-0.191866501,1.536304476,-1.165609621,-0.740466646,0.751897296
7063,7063,1991 _ 1010870,1.776143658,-0.219871982,0.192327492,-1.404167525,0.147214397,-1.138343379,0.2089345,-0.725686731,0.964621276,0.590979538,0.934737272,-0.386118126,-0.827709425,9.90%,8.70%,0.753085801,-0.394102619,-1.291297718,-1.173917421,-0.774904939,-0.175190154,-0.715664039,1.352970721,-0.887387739,-0.872408611,1.919536912
7064,7064,1961 _ 1011560,1.916840739,0.558565198,-0.890740739,-1.249335197,-0.381993526,-0.981009713,0.40437861,-1.050402363,0.635287939,1.10249517,-0.432724499,0.019804975,-0.646430581,10.60%,10.40%,0.485728414,-0.174932769,-1.479851203,-1.479212593,-0.386404533,-0.132365673,-0.287102417,-0.541478077,-1.245101587,NA,0.410465549
7065,7065,1989 _ 1003619,-0.249894302,-1.171434595,0.87547188,-0.945337423,-0.586505609,-1.785455039,0.31942665,-0.848011113,0.886625968,0.965182384,1.543909349,-1.743336611,-1.444057493,10.30%,9.10%,0.732519848,-0.777649856,-1.089276127,-0.659736077,-1.584280785,-0.817557371,-0.429956291,1.108525715,-0.609165858,-1.058104709,0.526633488
7066,7066,2007 _ 746,-1.305122407,0.069054488,0.2301506,-0.040057924,-0.877097592,-0.589447508,-1.224096635,0.110663356,0.166572408,-2.541462415,-0.78763138,0.89520127,-0.501407506,4.90%,13.00%,-0.809926615,-1.024215937,-0.45627514,-0.322304571,-0.677779837,-1.202977701,-1.001371788,-1.45814685,-1.205355604,-1.263347764,-0.720307389
7067,7067,2015 _ 1002,-1.20663445,-1.233768957,1.321517012,0.277333074,-1.832276356,0.707877381,-0.908574611,-0.363213467,0.127399844,-2.938749007,-0.788889148,1.174148794,-1.117755575,6.00%,13.20%,-0.645398992,-1.352970712,-0.186913019,0.272217607,-1.487155683,-1.074504258,-0.858517914,-1.397035598,-0.728403807,-1.234027328,-0.473822586
7068,7068,1979 _ 1000505,-0.826752333,0.02099857,-1.574005537,-0.677679455,-0.924023183,-1.11375587,0.383691882,-0.39738308,1.134683904,-1.349484196,-0.706526664,1.174148794,-1.117755575,10.50%,7.70%,1.205536764,-0.448895082,-1.237425293,-0.981099417,-1.454780649,-1.031679777,-1.001371788,-0.541478077,-0.966879706,-1.365969292,-0.042943448
7069,7069,1983 _ 87,-0.052918389,0.770109803,-0.362338782,-0.864156853,-0.55718016,0.389319498,-1.338238195,-0.85274937,1.018772909,-1.805859278,1.64498759,-1.675034277,-0.138849818,4.50%,8.40%,-0.480871369,-1.106404631,-0.658296732,-0.740076912,-0.4511546,-0.77473289,-0.858517914,1.658526979,-0.927133723,-1.580985827,0.24761236
7070,7070,1961 _ 1005329,0.073708983,0.210045015,-1.942618465,-0.491312156,-1.803464652,-0.980763854,0.491894628,-0.660957585,-0.360596256,-1.348757263,-0.802600274,0.472414249,-1.045244037,10.90%,15.80%,-0.172382077,-0.476291313,-1.210489081,-0.981099417,-0.61302977,-0.731908409,0.427166954,-1.397035598,-0.887387739,NA,-0.225880657
7071,7071,1979 _ 1013872,-1.389540655,0.000340805,0.613344555,-0.484816065,0.761475874,-0.666663935,-1.20723262,-0.345453118,0.579407995,-0.218729667,1.74665364,-1.084050645,-0.3926402,5.00%,10.70%,-0.645398992,-1.270782019,-0.45627514,-0.370509072,-0.677779837,-1.202977701,-0.763281997,1.780749482,-1.046371672,-1.488137778,0.897755525
7072,7072,1962 _ 1005812,1.100797671,1.311503399,-1.01927721,-1.387198689,0.472117677,-1.350589177,-0.309722281,-0.528947259,1.232558097,0.46320425,-0.533345495,0.33894709,-0.030082512,8.10%,7.20%,0.711953896,-0.147536538,-1.38557446,-1.639894263,-0.19215433,-0.38931256,-0.668046081,-0.358144322,-0.927133723,NA,1.190906897
7073,7073,1991 _ 652,-0.066988097,0.663798799,-0.498087165,-1.058277078,-0.197653704,-1.495462703,-0.998557049,-1.050402363,-0.192647981,0.795782551,5.12736883,-2.868954933,-0.356384431,5.70%,14.90%,-0.809926615,-0.996819706,-0.860318323,-0.868622248,0.325846212,-0.77473289,-0.382338333,2.5140845,-0.648911841,0.38837016,-0.876213488
7074,7074,2009 _ 4616,-0.19361547,0.107929296,-1.022655773,-0.950094035,-0.832921801,-0.812357395,0.739884875,0.758727588,0.048358799,-1.266187255,0.002500175,-0.274670489,-0.9727325,11.70%,13.60%,0.177239122,0.153822005,-1.452914991,-1.302462756,-0.483529634,-0.860381852,-0.810899955,-0.602589328,-0.966879706,-1.791115622,-1.091305242
7075,7075,1994 _ 1004458,-3.443718032,-1.042004598,0.269644609,-0.66413772,-0.744743458,-0.131992759,0.426010581,-0.719319758,0.181643698,1.058843597,-0.880346877,0.776433697,-1.371545956,10.60%,12.90%,0.115541263,-0.531083775,-1.048871808,-0.627599743,-1.260530446,-1.845344918,-0.429956291,-1.091479341,-1.205355604,-0.603637943,1.615034816
7076,7076,1968 _ 1004286,0.17219694,-0.943519753,-1.27569034,-0.6944765,-0.886633039,-0.603543799,1.300052424,-0.087890228,-0.176544392,0.645117868,1.118019384,-0.675809378,-1.879126718,13.70%,14.80%,0.300634839,-0.284517694,-1.493319309,-0.948963083,-1.454780649,-0.731908409,-0.191866501,0.497413199,-0.529673892,NA,0.633231641
7077,7077,1957 _ 1004520,1.635446578,0.200234948,0.482428206,-1.157079526,-0.711830093,-1.185014574,-0.513117733,-0.721164229,0.839229969,0.232066552,-0.223074065,-0.210099156,-0.537663275,7.40%,9.30%,0.033277452,-0.585876238,-1.089276127,-1.077508419,-0.483529634,-0.303663598,0.379548996,-0.174810568,-0.688657824,NA,0.658876424
7078,7078,1985 _ 1003060,-0.925240289,-1.602241549,0.974730555,0.205620669,-1.649558546,-0.314736176,-0.060165786,0.052176836,-0.299455658,-0.727949231,-0.79230175,1.174148794,-1.625336337,9.00%,15.50%,-0.398607558,-1.270782019,-0.496679459,0.127604104,-1.71378092,-1.031679777,-0.239484459,-1.641480605,-0.966879706,-1.449043862,-0.271384886
7079,7079,2012 _ 1965,-0.545358172,-0.561117717,-0.901510583,-0.297567989,1.006920111,-0.995588754,-0.286038625,-0.840461883,-1.378134202,0.911621303,1.71815725,0.669764106,-1.117755575,8.20%,21.30%,-0.809926615,-0.887234781,-0.658296732,-0.27410007,-0.030279161,-0.860381852,0.141459206,2.452973249,-0.529673892,-0.525450112,-0.104579153
7080,7080,1991 _ 117,-0.686055252,1.625849136,-0.84998554,-1.117117344,-1.00369758,0.091576044,-1.284533241,-0.622928619,1.461722359,-2.148200133,-0.453654401,-0.87987348,0.441242482,4.70%,6.00%,0.033277452,-0.750253625,-0.873786429,-1.238190088,-0.095029228,-0.988855295,-0.715664039,-0.419255574,-0.807895773,-0.994577096,3.576402748
7081,7081,1969 _ 1011055,0.960100591,-0.987647512,-1.104522895,0.357988437,-0.756851529,0.157864202,-0.232012284,0.713724356,1.046945614,-0.996155975,-0.739474674,0.962231944,-1.5528248,8.40%,8.20%,0.506294367,-1.325574481,-0.564019989,0.015126935,-2.523156766,-0.517786003,0.570020829,-0.847034334,-0.807895773,NA,0.833457794
7082,7082,2000 _ 1004,-0.348382259,-0.142866829,-0.824318896,-0.431351296,0.198474451,-1.09907973,-0.392988076,-0.026169346,-0.192057076,0.740137944,1.491530849,0.435928917,-0.791453656,7.80%,14.90%,-0.522003275,-0.750253625,-0.685232944,-0.466918074,-0.548279702,-0.903206333,-0.382338333,1.902971985,-1.483577486,-1.356195813,0.088076298
7083,7083,2001 _ 513,0.144057523,0.618621482,-1.543517583,-1.453921829,-0.117697463,-1.269606503,0.513357862,-1.050402363,-0.155270907,1.226629329,1.664329919,-2.53785878,-0.501407506,10.90%,14.70%,-0.069552312,-0.065347844,-1.291297718,-1.318530923,0.358221246,-0.646259446,-0.810899955,1.780749482,-0.966879706,-0.813767738,-0.238561277
7084,7084,1984 _ 1001106,-0.967449413,0.459939673,-0.107512059,-1.097325899,-0.76261074,-0.607918806,0.170360004,-0.385131312,0.517634449,-0.296034055,-0.703265496,-0.157786381,-0.465151737,9.80%,11.10%,0.218371027,-0.366706388,-1.237425293,-1.270326422,-0.354029499,-1.074504258,-1.477551369,-1.335924347,-0.688657824,-0.359300972,1.25217866
7085,7085,1977 _ 1004639,-0.897100873,0.336138364,-0.298305663,-0.56026405,-1.117124862,-0.632883997,-0.765279438,1.805646656,-0.495172171,-0.048292736,-0.003168664,0.118503518,-0.3926402,6.50%,16.50%,-0.789360662,-0.695461163,-0.658296732,-0.611531576,0.261096144,-1.074504258,-0.906135872,0.252968193,-1.046371672,-1.449043862,-0.276985643
7086,7086,1981 _ 1005737,-1.952328978,0.733023741,-1.197877687,-1.644559373,-0.797307654,-0.558603118,-0.213268767,-0.284550375,1.366974094,0.072422946,1.46397347,-0.972481936,-0.320128662,8.40%,6.50%,1.082141047,-0.476291313,-1.237425293,-1.318530923,-0.4511546,-1.459924588,-0.287102417,1.841860733,-0.847641756,-0.799107519,1.419612305
7087,7087,1980 _ 1014308,-0.531288463,0.237274481,-1.056261693,-1.127404334,-0.790396075,-0.511470838,0.577403004,0.207007107,1.384831367,0.489443082,-0.629324601,0.9224036,-0.791453656,11.20%,6.40%,2.007608925,-0.202329001,-1.372106354,-1.286394589,-1.131030311,-0.988855295,-0.096630584,-0.419255574,-1.086117655,-0.799107519,1.324261538
7088,7088,1989 _ 1010727,-0.278033718,1.915598197,-1.429737795,-1.14339882,-1.579862062,-0.360986474,-0.857391808,-0.441142105,1.612128067,-0.480633734,-0.393829476,0.442271012,0.441242482,6.20%,5.20%,0.876481518,-0.531083775,-1.062339914,-1.447076259,-0.224529364,-0.860381852,-0.715664039,-0.419255574,-0.648911841,-0.398394887,1.922078167
7089,7089,2001 _ 476,-0.953379705,0.251237719,0.043774379,-0.770625465,-0.456760255,-0.664511247,-0.912962078,-1.050402363,0.694732317,0.830730411,0.975525679,-0.421180304,-0.320128662,6.00%,10.10%,-0.378041605,-0.832442319,-0.617892413,-0.59546341,-0.386404533,-0.988855295,-0.429956291,1.352970721,-0.887387739,-1.199820152,0.994463129
